plot_id;tree_id;measure_id;dbh_cm;height_h;drainage_texture_class;potential_vegetation;climatic_domain;ratio_dbh_meandbh;precipitation;temperature;basal_area_m2ha;nb_trees_ha;height_minus_1_3;log_dbh;log_dbh2
603008004;9;1;22.9;20.2;2;FE3;3OUEST;0.639905917;933.2903;3.0871;35.204375;350;18.9;3.1738784589;10.073504472
603008006;12;1;20.7;18.9;2;FE2;3OUEST;0.8733190365;931.782;3.2037;24.26875;550;17.6;3.0773122605;9.4698507489
603008101;18;1;10.9;10.2;2;MJ1;3OUEST;0.5907599429;934.4127;3.1674;21.39;800;8.9;2.4765384001;6.1332424473
603008102;18;1;24;15.5;2;FE5;3OUEST;1.2375095686;934.9604;3.0476;22.89375;775;14.2;3.2188758249;10.361161576
603008303;10;1;23.4;15.5;2;MJ1;3OUEST;1.1970927495;934.0555;3.2164;15.005;500;14.2;3.1945831323;10.205361389
603008402;15;1;24.9;21.9;2;FE2;3OUEST;1.0401269167;933.6154;3.2623;23.630625;525;20.6;3.2542429687;10.590097299
603008403;13;1;24.9;18;2;FE6;3OUEST;1.0677311267;933.6197;3.2891;27.76375;650;16.7;3.2542429687;10.590097299
603008405;21;1;20.7;17.8;2;FE6;3OUEST;0.9513339933;933.5631;3.4261;33.46625;900;16.5;3.0773122605;9.4698507489
603008602;11;1;24.9;20.3;2;FE2;3OUEST;0.923925919;942.8091;3.6305;32.800625;575;19;3.2542429687;10.590097299
603008705;21;1;14.5;15.8;2;FE3;3OUEST;0.7529659132;937.5435;3.8103;29.125625;1000;14.5;2.7408400239;7.5122040368
603009103;14;1;36.5;23.7;2;FE2;3OUEST;1.1726581296;940.376;3.613;41.85;550;22.4;3.624340933;13.135847198
603010304;17;1;43.8;22.7;2;FE2;3OUEST;1.8456215126;931.4762;3.7916;28.751875;650;21.4;3.8022081394;14.456786735
603011001;25;1;18.5;15.7;1;MJ2;3OUEST;0.8783126629;943.5465;3.4566;20.035625;575;14.4;2.9704144656;8.8233620973
603011004;13;1;29.2;20;2;FE3;3OUEST;1.2092775107;938.4499;3.616;26.33125;575;18.7;3.4078419244;11.613386582
603011005;26;1;31.7;18.3;2;FE3;3OUEST;1.2111419504;938.2495;3.6355;37.663125;700;17;3.4873750779;12.161784934
603011005;32;1;54.6;26.5;2;FE3;3OUEST;2.0860678389;938.2495;3.6355;37.663125;700;25.2;4.0181832013;16.145796239
603011201;10;1;18.1;15.7;1;MJ1;3OUEST;0.6965092291;941.2569;3.5177;26.519375;500;14.4;2.9496883351;8.7006612739
603011204;18;1;9.5;9.6;2;MJ2;3OUEST;0.5710410329;942.354;3.3533;19.02;875;8.3;2.3513752572;5.5289656
603011702;10;1;22.3;21.8;2;FE3;3OUEST;0.8748745449;934.9921;3.4296;21.686875;425;20.5;3.1484533606;9.9127585637
603011702;14;1;36.4;26.1;2;FE3;3OUEST;1.4280463424;934.9921;3.4296;21.686875;425;24.8;3.6216707044;13.116498691
603011704;11;1;14.5;9.4;2;FE3;3OUEST;0.6048451356;937.1281;3.1806;22.56875;500;8.1;2.7408400239;7.5122040368
603011807;10;1;24.5;21.3;2;FE3;3OUEST;0.9052139888;935.8918;3.3705;21.575;375;20;3.2386784522;10.489038117
603011903;20;1;46.3;18.6;2;RS1;3OUEST;1.8492851349;932.2301;3.411;41.846875;850;17.3;3.8565102955;14.872671659
603012001;14;1;37.1;21.3;5;MJ1;3OUEST;1.3497646192;932.1839;3.4114;35.601875;600;20;3.6402142821;13.25116002
603012002;12;1;22.4;19.5;2;MJ1;3OUEST;0.7477909953;930.3753;3.5267;28.189375;400;18.2;3.1527360224;9.9397444267
603012002;8;1;9.8;13.7;2;MJ1;3OUEST;0.3271585604;930.3753;3.5267;28.189375;400;12.4;2.3795461341;5.6622398045
603012401;20;1;29.9;21.3;2;FE3;3OUEST;1.2434160523;945.2593;3.502;28.384375;625;20;3.4307561839;11.770087993
603012902;10;1;9.7;14.9;5;MJ1;3OUEST;0.3542520682;923.5225;3.9413;27.970625;475;13.6;2.3702437415;5.618055394
603012903;16;1;14.9;12.4;5;FE6;3OUEST;0.5645003345;926.3906;3.8391;31.463125;575;11.1;2.7663191092;7.6525214141
603013402;14;1;16.5;19.9;2;FE2;3OUEST;0.7945852904;936.0961;3.1838;21.166875;625;18.6;2.8622008809;8.1921938828
603013501;12;1;27.4;23.8;2;FE2;3OUEST;1.1647246919;946.6808;3.0538;22.819375;525;22.5;3.3463891452;11.198320311
603013902;16;1;30.8;19.6;2;FE3;3OUEST;1.5912964281;937.025;3.2705;19.860625;675;18.3;3.4594662898;11.96790701
603014901;13;1;22.5;17.4;2;FE6;3OUEST;0.9731491827;942.7996;3.3399;28.34;675;16.1;3.1570004212;9.9666516591
603014902;21;1;19.2;12.4;2;MJ1;3OUEST;1.0762223763;942.7604;3.341;26.246875;1050;11.1;3.0056826044;9.0341279184
603015103;10;1;24.5;20.7;2;FE2;3OUEST;0.9134117081;936.1032;3.4815;26.84;475;19.4;3.2386784522;10.489038117
603015104;10;1;32.9;21.9;2;FE2;3OUEST;1.2073436921;936.2737;3.4561;23.328125;400;20.6;3.5234150144;12.414453364
603015201;11;1;18.7;20.9;2;FE3;3OUEST;0.6658861361;937.5734;3.2781;27.873125;450;19.6;2.9806186357;8.8840874517
603015301;13;1;28.3;17.1;2;FE3;3OUEST;1.2844436588;942.1744;3.5501;23.829375;625;15.8;3.377587516;11.408097428
603015302;14;1;37.5;16.8;2;MJ1;3OUEST;1.5115415085;942.042;3.5641;29.004375;600;15.5;3.6506582413;13.327305595
603015401;16;1;9.1;10.9;2;FE6;3OUEST;0.4460074408;942.7603;3.3547;22.886875;700;9.6;2.3125354238;5.3478200865
603015501;19;1;28.3;20.6;2;FE3;3OUEST;1.0298184539;943.7688;3.7308;28.173125;475;19.3;3.377587516;11.408097428
603016801;17;1;10.2;12.4;2;FE6;3OUEST;0.4144673219;950.1068;3.8699;39.243125;825;11.1;2.4159137783;5.8366393842
603016901;10;1;17.1;17.1;2;FE3;3OUEST;0.658361736;938.6425;4.1711;26.4925;500;15.8;2.8959119383;8.3863059542
603017603;12;1;37.7;25;2;FE3;3OUEST;1.3860967745;931.9356;4.033;29.050625;500;23.7;3.6558396;13.365163181
603017604;9;1;30.7;24.1;2;FE2;3OUEST;0.9991552346;930.7099;4.0814;25.951875;350;22.8;3.4563166809;11.946124999
603017702;16;1;15.1;17.1;2;FE3;3OUEST;0.7014376831;927.2653;4.0926;22.748125;625;15.8;2.778819272;7.7218365464
603017801;11;1;13.2;13.3;2;FE3;3OUEST;0.4172538271;936.0348;3.3324;37.33625;475;12;2.6532419646;7.0396929228
603050302;15;1;19.6;15.2;2;FE3;3OUEST;1.0385375992;911.1205;3.3213;21.68;775;13.9;3.0252910758;9.1523860933
603050701;12;1;25.5;14.7;2;FE6;3OUEST;1.3452715631;906.2297;3.4839;16.22625;575;13.4;3.277144733;10.739677601
603051201;20;1;17.2;12.8;2;MJ1;3OUEST;0.7651942803;906.2175;3.3534;37.69875;950;11.5;2.9014215941;8.4182472666
603051601;9;1;30.2;22;2;FE3;3OUEST;1.3447320552;908.8239;3.0057;17.825625;450;20.7;3.4404180948;11.836476667
603051602;10;1;33.2;20.3;2;FE3;3OUEST;1.4243611272;909.6273;2.9723;17.068125;400;19;3.5322256441;12.476618001
603051702;6;1;17.2;16.8;2;RT1;3OUEST;0.589376465;913.0362;3.1407;16.7225;250;15.5;2.9014215941;8.4182472666
603051801;14;1;15.6;15.5;2;RT1;3OUEST;0.5266905799;913.7363;2.8368;31.005625;450;14.2;2.8094026954;7.8927435047
603051801;7;1;37.8;19.3;2;RT1;3OUEST;1.2762117897;913.7363;2.8368;31.005625;450;18;3.6584202466;13.384038701
603051803;14;1;28.7;18.7;5;FE3;3OUEST;1.2798011836;910.8659;2.9619;28.635625;725;17.4;3.3911470458;11.499878286
603051901;10;1;43.3;24.8;2;FE3;3OUEST;1.3801166033;911.3106;2.8553;34.789375;450;23.5;3.7909846771;14.371564822
603051902;14;1;32.8;25.1;2;FE3;3OUEST;1.3520534968;915.4697;2.6916;30.044375;650;23.8;3.5204608025;12.393644262
603052104;7;1;31.3;21.1;2;FE3;3OUEST;1.3094183014;915.7897;3.0901;15.706875;350;19.8;3.4750672302;12.076092255
603052204;18;1;18.7;13.8;2;RT1;3OUEST;0.96534525;897.7803;3.5034;23.5775;800;12.5;2.9806186357;8.8840874517
603052303;15;1;21.9;17.5;2;RT1;3OUEST;0.6288852834;872.2445;4.4256;54.765;575;16.2;3.1311369106;9.8040183527
603052304;11;1;19.8;18.7;2;FE6;3OUEST;0.8487452336;870.8604;4.5531;19.234375;450;17.4;3.0349529867;9.2109396315
603052404;8;1;12.3;11.9;2;MJ1;3OUEST;0.7036988592;893.4916;3.6395;9.598125;400;10.6;2.5877640352;6.696522702
603052404;9;1;15.7;17.3;2;MJ1;3OUEST;0.8982172431;893.4916;3.6395;9.598125;400;16;2.8154087194;7.9265262574
603052502;9;1;10.1;10.3;2;MJ1;3OUEST;0.5442699665;910.5644;3.4486;12.846875;475;9;2.4069451083;5.7933847545
603052504;11;1;21;17.8;2;FE3;3OUEST;0.822336842;913.8091;3.3649;25.609375;500;16.5;3.0910424534;9.5545434485
603052601;10;1;16;19.3;2;FE3;3OUEST;0.7266829446;910.21;3.3165;16.181875;425;18;2.8332133441;8.0270978529
603052602;18;1;30.9;18.2;5;MJ1;3OUEST;1.4598409462;910.2639;3.3166;18.47375;525;16.9;3.4626060098;11.989640379
603052603;8;1;33.5;19.8;2;FE3;3OUEST;1.1919130871;916.7608;3.1213;26.368125;425;18.5;3.540959324;12.538392934
603053403;5;1;17.1;14.1;5;MJ1;3OUEST;0.9203804658;915.8158;2.9778;6.1;225;12.8;2.8959119383;8.3863059542
603053501;12;1;22.2;14.3;2;MJ1;3OUEST;1.1539381016;915.7642;2.9428;15.26125;525;13;3.1441522787;9.8856935515
603054502;11;1;42.5;18.5;2;FE3;3OUEST;1.8497515609;925.3577;2.768;18.6575;450;17.2;3.7727609381;14.233725096
603054802;10;1;17.8;11.7;2;FE3;3OUEST;1.0172553352;912.5455;3.0066;12.02375;500;10.4;2.9338568698;8.6075161327
603054803;11;1;21.6;14.9;2;MJ1;3OUEST;1.0577339989;912.4814;2.9946;16.37625;500;13.6;3.1179499063;9.7216116181
603054901;11;1;32.8;20.3;2;FE3;3OUEST;1.2949376954;917.5896;2.856;23.935;475;19;3.5204608025;12.393644262
603055003;17;1;26.8;14.7;2;FE6;3OUEST;1.2850882618;921.7811;2.5636;29.034375;850;13.4;3.3250360207;11.055864539
603055801;16;1;24.1;16.7;0;MJ1;3OUEST;1.0183456569;936.5558;3.0538;31.89125;725;15.4;3.2228678461;10.386877154
603057602;20;1;22;14.4;2;MJ1;3OUEST;1.3515483336;927.0565;3.1886;20.81;1000;13.1;3.1354942159;9.8313239781
603058101;20;1;27.6;21.5;2;FE3;3OUEST;1.4577238793;940.3276;2.8663;27.45125;975;20.2;3.3534067178;11.245336615
603058503;13;1;13.6;16;2;FE3;3OUEST;0.5909102517;936.6246;2.5091;26.001875;625;14.7;2.6810215287;7.1878764374
603058504;14;1;25.8;18;2;FE3;3OUEST;1.1043739533;935.6446;2.5165;27.861875;650;16.7;3.2884018875;10.813586974
603059101;12;1;19.7;17.6;2;FE3;3OUEST;0.9935910794;924.6569;2.8886;16.98125;550;16.3;3.0301337003;9.1817102415
603059102;8;1;42.8;15.7;2;FE3;3OUEST;2.2430007623;926.1281;2.8581;11.43875;400;14.4;3.7796338174;14.285631794
603059103;9;1;37.8;23.4;2;FE3;3OUEST;1.5429557379;925.5137;2.8815;18.855;400;22.1;3.6584202466;13.384038701
603059202;12;1;12.4;11.4;2;FE3;3OUEST;0.5075641624;946.1437;2.4905;26.95375;575;10.1;2.595254707;6.735346994
603059404;8;1;25.6;20.9;2;FE3;3OUEST;0.9377685074;935.547;2.7396;21.94875;375;19.6;3.2809112158;10.764378406
603059502;6;1;14.2;13.7;2;FE3;3OUEST;0.5091372745;931.0132;2.8143;18.328125;300;12.4;2.7212954279;7.4054488056
603059802;14;1;24.7;16.8;2;FE3;3OUEST;1.0732225551;923.4301;3.1696;24.960625;600;15.5;3.2464909919;10.53970376
603059803;15;1;29.5;16.3;2;RT1;3OUEST;1.0386182397;911.4799;3.352;39.600625;625;15;3.4177266836;11.680855684
603059901;10;1;12.6;14.2;3;FE3;3OUEST;0.4541323209;927.6564;2.9772;27.206875;450;12.9;2.6100697927;6.812464323
603059903;10;1;39;21;5;MJ2;3OUEST;1.6897797437;926.4905;2.7984;19.8725;475;19.7;3.6888794541;13.607831627
603059905;9;1;39.6;21.9;5;FE3;3OUEST;1.4302000765;927.6626;2.788;24.085;400;20.6;3.7037680666;13.717897891
603060002;16;1;10.9;13.7;2;FE3;3OUEST;0.6219246603;927.3137;2.9528;18.696875;775;12.4;2.4765384001;6.1332424473
603060003;9;1;15.2;14.3;2;FE3;3OUEST;0.5248649908;934.2765;2.7048;27.994375;425;13;2.7850112422;7.7562876194
603060304;9;1;22.2;15.2;2;FE3;3OUEST;1.0294001447;913.8347;3.2115;14.61125;400;13.9;3.1441522787;9.8856935515
603060504;15;1;26.2;18.3;2;FE3;3OUEST;1.1232461684;912.861;3.1979;22.43375;525;17;3.3032169733;10.911242373
603060701;7;1;14.9;16.7;2;FE3;3OUEST;0.5212895672;917.4867;2.9914;17.645625;275;15.4;2.7663191092;7.6525214141
603060902;13;1;15.8;17.3;2;FE3;3OUEST;0.6424030704;903.757;3.6511;28.50625;600;16;2.8213788864;7.9601788207
603061003;13;1;36;21.1;2;FE3;3OUEST;1.8500533869;927.0302;2.9671;18.586875;625;19.8;3.6109179126;13.038728172
603061203;31;1;18.8;17.1;1;RT1;3OUEST;0.9478001939;917.2167;3.1123;40.17125;1300;15.8;2.9856819377;8.9142966331
603061302;9;1;37;20.4;2;FE3;3OUEST;1.5024193824;917.4412;2.944;21.435;450;19.1;3.6375861597;13.232033069
603061601;13;1;22.8;18.6;2;FE3;3OUEST;1.1778755692;931.3302;2.6533;18.3925;625;17.3;3.1696855807;10.04690668
603061804;11;1;24.4;15.7;5;FE3;3OUEST;0.9035993609;919.4084;2.9015;22.9075;400;14.4;3.234749174;10.463602219
603061804;9;1;21.3;18.5;5;FE3;3OUEST;0.7887978027;919.4084;2.9015;22.9075;400;17.2;3.1045866785;9.6384584441
603062001;12;1;9.9;14.1;2;FE3;3OUEST;0.5032501726;928.4823;2.913;16.716875;550;12.8;2.3887627892;5.7061876632
603062103;1;1;39.7;21.9;2;FE3;3OUEST;1.3111097348;931.4947;2.778;9.00125;125;20.6;3.7062280924;13.736126673
603062201;11;1;34.1;20;2;FE3;3OUEST;1.341762659;934.2153;3.0609;21.559375;425;18.7;3.5582011305;12.660795285
603062202;10;1;12.4;12.8;2;FE3;3OUEST;0.532166224;931.7467;3.0688;20.255;475;11.5;2.595254707;6.735346994
603062504;10;1;11.8;12.3;2;FE3;3OUEST;0.4222285633;927.4349;3.0306;29.1375;475;11;2.5494451709;6.4996706796
603064203;17;1;38.5;18.1;2;FE3;3OUEST;2.2212998309;931.5922;2.7855;18.875;800;16.8;3.6763006719;13.51518663
603064903;16;1;28.9;18.4;2;MJ1;3OUEST;1.5335473119;898.6132;3.7132;21.616875;775;17.1;3.3978584804;11.545442253
603065301;11;1;11.8;12.5;2;RT1;3OUEST;0.4119643285;891.4142;3.9948;33.829375;525;11.2;2.5494451709;6.4996706796
603065804;12;1;21.8;19.9;2;FE3;3OUEST;0.8055064412;903.9297;3.4697;33.0775;575;18.6;3.126760536;9.7766314492
603065901;16;1;28.3;16.6;5;RS1;3OUEST;0.8803940116;896.2069;3.6635;40.576875;500;15.3;3.377587516;11.408097428
603065903;17;1;31.4;21.7;2;RS1;3OUEST;1.0060838894;903.3163;3.4569;42.076875;550;20.4;3.4781584228;12.097586014
603065903;20;1;12.1;15.3;2;RS1;3OUEST;0.3876947472;903.3163;3.4569;42.076875;550;14;2.5726122302;6.618333687
603065903;22;1;21.8;15.2;2;RS1;3OUEST;0.6984913627;903.3163;3.4569;42.076875;550;13.9;3.126760536;9.7766314492
603065904;19;1;12.7;13.8;2;RT1;3OUEST;0.4932054764;908.6056;3.2809;44.265;850;12.5;2.6173958328;6.8507609457
603066202;6;1;23.4;15.3;2;FE3;3OUEST;1.0317396373;893.5157;3.6938;11.11;275;14;3.1945831323;10.205361389
603066601;12;1;23.1;18.9;2;FE3;3OUEST;0.9791482521;919.9957;3.0709;24.0425;550;17.6;3.1822118405;10.126472198
603066702;14;1;10.5;9.3;2;FE6;3OUEST;0.4343744694;921.0598;2.8916;29.83;650;8;2.4423470354;5.9650590412
603066703;14;1;24.4;19.5;2;MJ1;3OUEST;1.059436995;907.3831;3.5497;26.0375;625;18.2;3.234749174;10.463602219
603066904;14;1;22.7;20.6;2;RT1;3OUEST;1.1111369685;898.8944;3.4586;21.306875;650;19.3;3.1654750481;10.02023228
603067104;12;1;43.8;23.8;5;MJ2;3OUEST;1.4844800017;873.5807;4.8018;34.186875;500;22.5;3.8022081394;14.456786735
603067202;14;1;25.4;20.9;2;RT1;3OUEST;0.7047751156;902.8585;3.7967;48.45625;475;19.6;3.2733640102;10.714911943
603100602;15;1;12.1;14.3;2;FE3;3OUEST;0.5711647171;984.3083;2.837;25.555;725;13;2.5726122302;6.618333687
603100603;16;1;12.4;13.9;2;FE3;3OUEST;0.6267538855;982.1582;2.8629;23.056875;750;12.6;2.595254707;6.735346994
603101101;4;1;48.2;21.3;2;FE3;3OUEST;1.2071089188;980.1479;3.2343;15.653125;125;20;3.8958936235;15.177987126
603101102;6;1;32.7;21.5;2;FE3;3OUEST;1.1832113088;980.1013;3.2458;14.996875;250;20.2;3.5174978374;12.372791036
603101104;7;1;26.3;19.7;2;FE3;3OUEST;1.0206422279;980.7875;3.2403;15.645;300;18.4;3.3068867022;10.935499661
603101802;14;1;11.9;9.5;2;FE3;4OUEST;0.6556779501;1001.8236;2.4728;17.4625;675;8.2;2.5572273114;6.539411522
603101901;10;1;28.1;16.5;2;RS1;3OUEST;0.7769248156;967.9604;3.4177;43.665;425;15.2;3.3707381742;11.361875839
603101902;9;1;11.1;9.9;2;RT1;3OUEST;0.3771877563;969.5956;3.4051;17.004375;250;8.6;2.4932054526;6.2160734289
603101903;14;1;26.9;20.6;2;FE3;3OUEST;0.8587126648;953.9759;3.5316;36.609375;475;19.3;3.3286266888;11.079755634
603101903;15;1;11.1;14.8;2;FE3;3OUEST;0.3543386833;953.9759;3.5316;36.609375;475;13.5;2.4932054526;6.2160734289
603102101;9;1;29.8;16.9;2;FE3;4OUEST;1.2456220648;988.0598;2.8415;13.485625;300;15.6;3.42751469;11.74785695
603102501;12;1;16.2;15.6;2;MJ1;2OUEST;0.6805918234;949.0184;4.171;20.024375;450;14.3;2.8449093838;8.0935094021
603102502;21;1;46.4;21;5;MJ2;2OUEST;2.2360309434;949.3629;4.1636;32.12875;950;19.7;3.8586222287;14.888965504
603103102;10;1;10.3;12.9;2;FE3;3OUEST;0.3673696287;971.7339;4.0052;30.869375;500;11.6;2.4248027257;5.8796682587
603103103;22;1;14.2;16.2;2;FE2;3OUEST;0.6533111469;974.834;3.8349;36.176875;975;14.9;2.7212954279;7.4054488056
603103501;18;1;11.2;14.5;2;FE2;3OUEST;0.4431776867;981.9128;3.5247;30.096875;600;13.2;2.5014359517;6.2571818207
603103502;22;1;10.8;14.8;2;FE3;3OUEST;0.5627070258;982.2839;3.4314;24.591875;850;13.5;2.4680995315;6.0915152973
603103503;13;1;10.1;12.9;2;FE2;3OUEST;0.3649829418;983.0483;3.3631;22.55375;375;11.6;2.4069451083;5.7933847545
603103504;14;1;22.7;24.7;2;FE2;3OUEST;0.7796215768;983.0122;3.4337;43.28;650;23.4;3.1654750481;10.02023228
603104301;16;1;11.1;8.7;2;FE3;3OUEST;0.468051127;977.4916;2.7592;29.81625;675;7.4;2.4932054526;6.2160734289
603104501;18;1;10;11.5;2;MJ1;3OUEST;0.4547971246;963.172;2.7247;31.32625;825;10.2;2.3978952728;5.7499017393
603104602;14;1;21.7;13.9;2;MJ1;3OUEST;1.0965534658;947.4306;3.5285;20.76125;675;12.6;3.1223649245;9.7491627217
603104602;16;1;11.2;14;2;MJ1;3OUEST;0.5659630791;947.4306;3.5285;20.76125;675;12.7;2.5014359517;6.2571818207
603104802;15;1;30.3;26.1;2;FE3;3OUEST;1.224725266;977.0435;3.7212;25.238125;525;24.8;3.4436180975;11.858505602
603105001;22;1;14.9;14.6;2;FE2;3OUEST;0.7804264869;967.1287;3.3022;30.775625;1075;13.3;2.7663191092;7.6525214141
603105002;14;1;11.4;14.3;2;MJ1;3OUEST;0.4976277361;967.238;3.3061;30.91375;750;13;2.5176964726;6.3387955282
603105602;10;1;13.7;11.2;2;FE3;3OUEST;0.4844966416;969.532;3.3131;26.689375;425;9.9;2.6878474938;7.2245241498
603105602;11;1;15.9;12;2;FE3;3OUEST;0.562299022;969.532;3.3131;26.689375;425;10.7;2.8273136219;7.9937023167
603105804;8;1;41.5;17.9;2;FE3;3OUEST;1.6007917449;988.0759;2.8339;18.475;350;16.6;3.7495040759;14.058780815
603105804;9;1;9.8;11.1;2;FE3;3OUEST;0.3780182916;988.0759;2.8339;18.475;350;9.8;2.3795461341;5.6622398045
603106403;12;1;40.7;27.8;2;FE3;3OUEST;1.4979237657;983.2091;3.2543;23.193125;400;26.5;3.7305011288;13.916638672
603106404;13;1;25.3;24.1;2;FE2;3OUEST;0.7855695387;983.0476;3.2559;34.621875;425;22.8;3.2695689392;10.690081048
603106801;14;1;31.2;21.3;2;FE2;3OUEST;1.22340384;968.901;3.8629;31.925625;625;20;3.4719664526;12.054551048
603106802;14;1;13.8;16.8;2;FE3;3OUEST;0.5691656254;969.5221;3.8407;30.01125;650;15.5;2.6946271808;7.2610156433
603106802;17;1;18.9;16.8;2;FE3;3OUEST;0.7795094435;969.5221;3.8407;30.01125;650;15.5;2.9907197317;8.9444045138
603106802;6;1;18.6;17.9;2;FE3;3OUEST;0.7671362777;969.5221;3.8407;30.01125;650;16.6;2.9755295662;8.8537761995
603108304;18;1;11.8;12.5;2;FE3;3OUEST;0.6377645706;982.1145;3.2302;23.525625;875;11.2;2.5494451709;6.4996706796
603110103;12;1;16;13.4;2;FE3;3OUEST;0.6275560917;991.3423;2.2029;28.079375;550;12.1;2.8332133441;8.0270978529
603110104;12;1;10.4;11.2;2;FE3;3OUEST;0.4383139371;990.4865;2.2136;23.21375;525;9.9;2.4336133554;5.9224739636
603110901;16;1;20.5;19.5;2;FE3;3OUEST;1.1499993707;962.3507;3.0124;20.59;825;18.2;3.0680529351;9.4129488128
603110903;12;1;19.7;19.4;2;FE3;3OUEST;0.7187392461;962.4553;3.0639;29.501875;500;18.1;3.0301337003;9.1817102415
603110903;13;1;16.6;23.2;2;FE3;3OUEST;0.6056381464;962.4553;3.0639;29.501875;500;21.9;2.867898902;8.2248441123
603112102;10;1;38.6;19;2;FE3;3OUEST;1.5802505656;1009.0124;2.0785;21.0875;450;17.7;3.6788291183;13.533783681
603112401;7;1;18.6;16.3;2;FE3;3OUEST;0.6300444042;978.8408;3.4171;22.24625;325;15;2.9755295662;8.8537761995
603112402;8;1;37.6;21.3;2;FE3;3OUEST;1.4708258543;966.8603;3.5212;19.2475;375;20;3.6532522765;13.346252196
603112403;10;1;13.7;13.5;2;FE3;3OUEST;0.4245989754;971.2743;3.4799;28.618125;350;12.2;2.6878474938;7.2245241498
603112502;9;1;9.8;11.5;2;FE6;3OUEST;0.374095564;969.0674;3.7565;22.906875;425;10.2;2.3795461341;5.6622398045
603113401;10;1;41.3;22.5;2;MJ1;3OUEST;1.4713911893;1005.1826;2.5953;29.391875;475;21.2;3.7447870861;14.02343032
603113402;15;1;11.3;12.1;2;MJ1;3OUEST;0.5621062778;1005.1705;2.5948;18.250625;575;10.8;2.5095992624;6.2980884577
603113503;17;1;16.9;14.3;5;FE3;3OUEST;0.8438436901;1006.515;2.2069;18.90125;600;13;2.8848007128;8.3220751528
603113504;8;1;9.3;13.8;2;FE3;3OUEST;0.4413585426;1006.4888;2.2062;13.076875;375;12.5;2.3321438952;5.4388951481
603113601;8;1;27.4;17.1;2;FE3;3OUEST;0.9155804833;989.5414;3.1359;24.61875;350;15.8;3.3463891452;11.198320311
603114101;17;1;11.2;13.4;2;FE3;3OUEST;0.6717032359;990.596;2.7195;21.29;975;12.1;2.5014359517;6.2571818207
603114104;13;1;18.9;15.2;2;FE3;3OUEST;1.0372950307;989.171;2.7426;17.6;675;13.9;2.9907197317;8.9444045138
603114401;14;1;15.7;18.5;2;FE3;3OUEST;0.6177531286;1007.7647;2.4865;29.169375;575;17.2;2.8154087194;7.9265262574
603114403;13;1;18.3;15.8;2;FE3;3OUEST;0.8877216925;1008.5175;2.4855;15.85375;475;14.5;2.9601050959;8.7622221788
603114404;8;1;27.9;17.7;2;FE3;3OUEST;1.1730539046;997.6088;2.5899;15.55;350;16.4;3.3638415951;11.315430277
603114501;7;1;51.3;22.5;2;FE3;3OUEST;1.7898277743;999.8072;2.4699;20.969375;325;21.2;3.9569963711;15.657820281
603114502;12;1;12.9;12;2;FE3;3OUEST;0.6063167672;1014.1325;2.2739;17.77625;500;10.7;2.6318888401;6.9268388668
603114503;12;1;39.8;24.4;2;FE3;3OUEST;1.4585036949;1008.5402;2.4773;30.704375;525;23.1;3.7086820814;13.754322781
603114603;14;1;16.2;13.4;2;FE3;3OUEST;0.8963900578;990.1095;2.6112;14.10875;550;12.1;2.8449093838;8.0935094021
603115101;14;1;12.2;13.1;2;FE3;4OUEST;0.6081125085;993.2066;2.5818;15.805625;500;11.8;2.5802168296;6.6575188877
603119404;20;1;10.4;15.5;2;FE2;3OUEST;0.4562865784;979.1636;3.415;38.761875;950;14.2;2.4336133554;5.9224739636
603119601;12;1;16.8;17;2;FE3;3OUEST;0.6471941552;1005.9337;3.0148;25.138125;475;15.7;2.8791984573;8.2897837565
603119801;12;1;21.7;18.5;2;FE3;3OUEST;1.1758775801;996.5335;3.077;14.0425;525;17.2;3.1223649245;9.7491627217
603121601;16;1;17.7;17;2;FE3;2OUEST;0.9414538497;953.7054;4.0653;20.126875;725;15.7;2.9285235239;8.5762500298
603121602;14;1;17.4;16.8;2;FE6;2OUEST;0.963486192;953.7369;4.0493;17.930625;700;15.5;2.9123506646;8.4817863937
603124202;10;1;40.1;23.8;2;FE3;3OUEST;1.5487814042;987.0947;3.2785;15.795;300;22.5;3.7160081215;13.808716359
603125101;10;1;16.4;15.5;2;FE2;3OUEST;0.6065344538;979.0786;3.6072;15.790625;275;14.2;2.8564702062;8.159422039
603125102;13;1;18.1;20.2;2;FE2;3OUEST;0.7529784895;978.5855;3.6586;24.96;550;18.9;2.9496883351;8.7006612739
603126101;7;1;40;23.5;2;FE3;3OUEST;1.5207808439;972.2401;3.9726;17.65875;325;22.2;3.7135720667;13.790617495
603126301;7;1;34.9;22.3;2;FE3;3OUEST;1.2770559214;986.5424;3.2591;20.53;350;21;3.5807372955;12.821679579
603126402;9;1;32.4;21.2;2;FE3;3OUEST;1.1687240006;983.081;3.1994;24.144375;400;19.9;3.5085559;12.309964503
603126403;7;1;16.5;14;1;FE6;3OUEST;0.7761787811;994.0436;3.1051;11.535;325;12.7;2.8622008809;8.1921938828
603126701;12;1;22.2;18;1;FE3;3OUEST;0.8949482891;975.9925;3.5702;28.996875;600;16.7;3.1441522787;9.8856935515
603127002;21;1;20.7;13.8;2;FE3;3OUEST;1.1706772317;1011.9708;2.2413;23.328125;950;12.5;3.0773122605;9.4698507489
603127401;11;1;28.5;18.5;2;RT1;3OUEST;0.98344145;959.7102;3.4037;28.033125;425;17.2;3.3843902633;11.454097455
